,RWrist:X,RWrist:Y,RWrist:Z,RElbow:X,RElbow:Y,RElbow:Z,LWrist:X,LWrist:Y,LWrist:Z,LElbow:X,LElbow:Y,LElbow:Z,RShoulder:X,RShoulder:Y,RShoulder:Z,LShoulder:X,LShoulder:Y,LShoulder:Z,RHip:X,RHip:Y,RHip:Z,LHip:X,LHip:Y,LHip:Z,RKnee:X,RKnee:Y,RKnee:Z,LKnee:X,LKnee:Y,LKnee:Z,RAnkle:X,RAnkle:Y,RAnkle:Z,LAnkle:X,LAnkle:Y,LAnkle:Z
0,-0.605324810543339,-0.0591470401381268,1.43529545605542,-0.412465421268614,0.02004027879685,1.48746294241931,0.838108604032035,0.0508377885631933,1.40042203303561,0.561141097463824,0.176314113032157,1.40456280034165,-0.0972926399985223,0.129687994892501,1.45363544036039,0.187740811624296,0.139271742855527,1.46344399770932,0.0277913293260268,0.122923290847054,1.30899989813338,0.206090861288447,0.0982594230721221,0.914087077736981,-0.0244166683029419,0.0346637034175865,0.553876220055162,0.196614498183361,0.0195975012253432,0.513756436948794,-0.182860206621707,0.176604726393039,0.278441598527487,0.233986695590883,0.266779444909476,0.0012611814626089
1,-0.57034539189316,0.218296382342256,1.31334855155127,-0.374740037091399,0.276833030699158,1.23184702086449,0.815206489054702,0.0028792150004593,1.36755811668094,0.48953243612744,0.0961591472799743,1.42899425628778,-0.0825569505490756,0.0379094808430435,1.42912744662345,0.30131331515978,0.134424731236844,1.56771218058793,-0.0696306351817069,0.0551775194764689,1.02023893737306,0.220162877906831,0.142762448749306,0.942517454889229,-0.0293939895560201,0.207581627486149,0.442045608485134,-0.123623145163349,0.0643706875423259,0.513241550397983,-0.104175124248757,0.303618975218442,0.0444496338558622,0.253703789932783,0.298297112801972,-0.0647454303283621
2,-0.651583833984876,0.231847687429504,1.3238805982639,-0.368790408095996,-0.190836548277718,1.43990910904447,0.645739986851398,0.0005489605012874,1.44889712952598,0.500362452496954,0.0718682710795562,1.46698947092731,-0.0180512317365314,0.182855932825629,1.47311846592661,0.187811080061421,0.0211536261460579,1.47883640052134,0.0541451900845041,0.0190692939571826,0.920281710658579,0.205756717929429,0.085285932467774,0.923478262956481,-0.0679394476691367,0.116589521508112,0.442089008735705,0.22986265292905,0.0327880785734466,0.571174702057499,-0.480475228658134,0.129348846337981,0.119410727060006,0.195744122551686,0.192276204566116,0.0191314663322429
3,-0.665099459577896,0.595324828592219,1.33692366160257,-0.364183992981643,0.29394946136559,1.32037194023933,0.759684880166706,0.134408327545322,1.46148040376834,0.486871161976343,0.177055770490134,1.40742232156721,-0.0304458686290424,0.188624547112702,1.41741702347425,0.2785858579718,0.0535805162420717,1.49480774186201,-0.13209455570623,0.108553182272602,0.942725127408879,0.307385678182253,-0.019723726195319,1.34644222427047,-0.182552958744819,0.0080487210146689,0.626065776976551,0.340492671312879,0.0678598009457799,0.551535217583956,-0.112363287520467,0.282000483643801,-0.0098387438567494,0.33484744932554,0.226068269863569,0.103915508795988
4,-0.523275546042844,0.222485846955871,1.37693868888079,-0.328611708795288,0.241175275305714,1.33073491710767,0.849824290483491,0.116029379753599,1.40264064600009,0.626904368868106,0.0644357794478902,1.41778278505011,-0.121611325985137,0.197093968772569,1.43320785604376,0.334716300167587,0.11618152949196,1.58255819841434,-0.114721660491266,0.167153815037324,0.968316163689175,0.287946049823753,0.0218057429997122,1.01584514997151,-0.0920677486279079,0.210032080742175,0.511591013654459,0.159055281265382,0.0377508279594667,0.584883307907228,-0.0689129967738229,0.669301017385075,0.119500689088203,-0.0665485641891357,0.183977993425797,0.0083439866352608
5,-0.574297221722185,0.212528883862367,1.42812828646129,-0.467603579631411,0.167950955013636,1.47036513525046,0.765858984704223,0.129103693779973,1.40220236241573,0.62185341337644,0.252839349391787,1.39654509618558,-0.0967778498882358,0.182489211378582,1.44093383076939,0.35636486954904,0.0384654131639403,1.59258756739329,0.0375066103856284,0.159208019194059,1.04319614120637,0.303727396204137,0.12367550463805,1.00786866939108,-0.147072927864445,0.0834491240648259,0.47222511243619,0.173522025176512,0.168914503436134,0.520730774186561,-0.424463555367156,0.137980553751453,-3.07489773898606e-06,0.28992029702727,0.377119624812918,0.0005196721740615
6,-0.657351486404043,0.491789749870565,1.33998491523624,-0.306709086143815,0.269735783967004,1.50820156041497,0.754181338403127,0.480087966415349,1.48864307674402,1.02908379026844,0.105027426612161,1.48743188867539,-0.0144495112877271,-0.13633910237916,1.38856771967904,0.184254414652617,0.167600947471708,1.44754139671574,-0.0849877014922201,0.130287563358531,1.00706540802316,0.237969264315454,0.0805056298256122,1.01263644004645,-0.0176037130424239,0.522128916840933,0.451256870535181,0.310614215733595,0.0250818704719065,0.413529227855929,-0.133126248557362,0.44191479616609,0.14332228426541,0.376387407232534,0.111750419102808,0.0531760290509508
7,-0.568797262016785,0.194607288280273,1.41511376675061,-0.395737657663262,0.12756091390813,1.48748323630477,0.847511209911199,0.0869248720907132,1.5124244811865,0.493645362247865,0.0552350056703646,1.40697921174283,-0.0459146390241956,0.128376380832832,1.45237403194239,0.216722403049093,0.193295357793573,1.39852616659868,0.327117464096379,0.0158354049882845,1.10048015920211,0.242491974128987,0.095194824862431,0.947658620481679,0.008217204842193,0.0852547841097826,0.507723141761138,0.17582926765188,0.160759185728003,0.414243742174368,-0.010393299341367,0.291293314999892,0.0155241904880548,0.223300848912999,0.117236456622405,0.111119693899772
8,-0.536296323266424,0.096311605578512,1.337996025136,-0.324445752005993,0.143399420719437,1.31819504303159,0.823985867193846,0.0755885951463878,1.45198516784332,0.901867353919431,0.110096499008675,1.42868626126447,-0.0285411162143375,0.0624438363008946,1.51511582393552,0.330204549694968,0.212025599270819,1.51601949945375,-0.087815303979906,0.0530160239790037,0.983730053567066,-0.056536607396781,-0.016616392429666,1.01182144380986,-0.0538199705110449,0.0730790729742156,0.523388693610224,0.271645858700626,0.0918444937177229,0.503859602748406,-0.422349833665318,0.223741675740605,0.0273627741596901,-0.147916933680676,0.145233681040517,-0.260743963720596
9,-0.599022668014098,0.173836916881423,1.36397975519035,-0.369067076841119,0.20317238631908,1.43505245617882,0.75676560381776,0.36443184650374,1.54893208302562,0.770245050436774,0.0221257671506877,1.4856754947051,-0.175257078758435,0.0425483211142439,1.52797881090202,-0.198838969727143,0.102394850989435,1.51327730759263,-0.0464367880202023,0.0628533225519553,0.994168849529694,0.170026789669003,-0.0130080953358625,0.986165259373116,0.270521368594851,0.135525157088114,0.549752359976731,0.157749534788295,0.121901327171477,0.482782931939961,0.0560131463884888,0.247601070852546,0.0164881184216067,0.578035073108427,0.183022863594036,-0.0396455485512558
